Gene_acc,Gene_id,Signed_Rank_DM_vs_Plus,FDR_DM_vs_Plus,Signed_Rank_Plus_vs_Minus,FDR_Plus_vs_Minus,Desc
24,Tb11.0890,0.23965851642974265,0.11143,-0.11086943810680044,0.38829,"epsin, putative"
25,Tb11.1220,0.12734073316542294,0.5040100000000001,-0.05236598416324787,0.75667,hypothetical protein
26,Tb11.1390.1-p1,0.1877682154817464,0.24024,-0.2328587741567927,0.0457,"hypothetical protein, conserved"
27,Tb11.1780.1-p1,-0.03344932385851484,0.36959000000000003,0.034800413795387626,0.49051999999999996,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
28,Tb11.1790.1-p1,0.24229129937814678,0.11143,0.015783121230674872,0.65041,"retrotransposon hot spot protein (RHS, pseudogene), putative"
29,Tb11.1810b.1-p1,-0.3056569257128789,0.02359,-0.05807242105205435,0.9897,"retrotransposon hot spot protein (RHS, pseudogene), putative"
30,Tb11.v5.0154,0.10890326869207327,0.64868,-0.05944966002921503,0.7762,"WD domain, G-beta repeat, putative"
31,Tb11.v5.0162,0.08155273655383813,0.75972,-0.04932543308225316,0.77768,proteasome beta 6 subunit
32,Tb11.v5.0191,0.07820425125500718,0.79608,0.12511773988399086,0.12611,"ELMO/CED-12 family, putative"
33,Tb11.v5.0194,0.11685305176976574,0.67574,0.13489289627952303,0.282,"hypothetical protein, conserved"
34,Tb11.v5.0196,0.10575809644651356,0.6281800000000001,0.0016833723620083788,0.75289,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
35,Tb11.v5.0325,-0.23347338683767696,0.0207,-0.2732388983884041,0.021840000000000002,"retrotransposon hot spot (RHS) protein, putative"
36,Tb11.v5.0326,0.06327637746378782,0.84525,-0.06871361711056362,0.64328,"retrotransposon hot spot (RHS) protein, putative"
37,Tb11.v5.0365,0.3883688696976857,0.0208,-0.06480496081055634,0.7950699999999999,"hypothetical protein, conserved"
38,Tb11.v5.0366,0.15098458185261995,0.38699,-0.19040561935101463,0.10203,"hypothetical protein, conserved"
39,Tb11.v5.0412,0.026719931886463065,0.76193,0.0641489695733035,0.37078,"hypothetical protein, conserved"
40,Tb11.v5.0428,-0.17551232418466134,0.04453,-0.07306166998314896,0.6260100000000001,"hypothetical protein, conserved"
41,Tb11.v5.0468,-0.06139050424755694,0.8505299999999999,0.18184116502267836,0.9451,"alpha tubulin, putative"
42,Tb11.v5.0480,0.06102204674417669,0.9122399999999999,-0.01251506472462764,0.9178200000000001,"DNA-directed RNA polymerase, alpha subunit, putative"
43,Tb11.v5.0482,0.12632164032240417,0.7229,0.019900159397487932,0.67313,"hypothetical protein, conserved"
44,Tb11.v5.0487,-0.021652130747303055,0.43254,-0.010691974375468477,0.8084899999999999,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
45,Tb11.v5.0489,-0.278520363834366,0.01284,0.02818165671564365,0.55523,"retrotransposon hot spot (RHS) protein, putative"
46,Tb11.v5.0493,0.22078916187898645,0.27154,-0.03192961576076001,0.96601,"kinesin K39, putative"
47,Tb11.v5.0501,0.1716864938122859,0.29141999999999996,0.05045490944294595,0.39175,"40S ribosomal protein S3A, putative"
48,Tb11.v5.0507,0.027097274694726222,0.7653,-0.013464233533941782,0.8668299999999999,"hypothetical protein, conserved"
49,Tb11.v5.0517,0.05208287018617297,0.86774,0.14986474379931955,0.06165,"hypothetical protein, conserved"
50,Tb11.v5.0528,0.06988982306347796,0.81053,-0.02949444263418257,0.8754200000000001,"hypothetical protein, conserved"
51,Tb11.v5.0537,0.1642116253517631,0.35479,-0.09006125095130858,0.58841,"polyubiquitin, putative"
52,Tb11.v5.0553,-0.02470134527660475,0.45128999999999997,0.014293739162100772,0.6984,"ubiquitin hydrolase, putative"
53,Tb11.v5.0567,-0.5161843454873721,0.0022,0.03006933807842566,0.65393,"retrotransposon hot spot (RHS) protein, putative"
54,Tb11.v5.0594,-0.24536108182740077,0.02893,-0.03260525401389617,0.9859,"retrotransposon hot spot (RHS) protein, putative"
55,Tb11.v5.0618,0.13420205174085612,0.55279,0.21631902153446403,0.02051,"hypothetical protein, conserved"
56,Tb11.v5.0624,-0.1447582440592532,0.07028999999999999,0.062167956775120235,0.3174,"retrotransposon hot spot protein (PHS), putative"
57,Tb11.v5.0627,0.09688474890117538,0.6764899999999999,-0.14503935461126355,0.22316999999999998,"lipase domain protein, putative"
58,Tb11.v5.0636,-0.022352802823162713,0.44818,-0.1269071687359726,0.30755,"C-terminal motor kinesin, putative"
59,Tb11.v5.0652,0.051895802731697464,0.8398100000000001,-0.06039734213000804,0.78469,"protein kinase, putative"
60,Tb11.v5.0670,-0.01692611272510907,0.4818,-0.0068732321814074454,0.7871,"retrotransposon hot spot (RHS) protein, putative"
61,Tb11.v5.0692,-0.061496377283556225,0.25971,-0.08367259199616604,0.54564,"Thiopurine S-methyltransferase (TPMT), putative"
62,Tb11.v5.0713,-0.004498573846082556,0.5412899999999999,-0.022539799793367635,0.87671,"Retrotransposon hot spot protein 6 (RHS6), putative"
63,Tb11.v5.0735,-0.004961656361192738,0.54173,0.06405189047923183,0.44702,"hypothetical protein, conserved"
64,Tb11.v5.0736,0.011005991387656778,0.64069,-0.07456682387469751,0.60093,"ABC1 family, putative"
65,Tb11.v5.0745,0.07409754567770635,0.82299,0.04502862564133733,0.47561000000000003,"hypothetical protein, conserved"
66,Tb11.v5.0746,0.10985624605036731,0.6001,-0.10167696457732825,0.4387,"tatD related deoxyribonuclease, putative"
67,Tb11.v5.0760,0.07266547211266551,0.9453,-0.20319442989183595,0.09151000000000001,"RNA polymerase III transcription factor (TF)IIIC subunit, putative"
68,Tb11.v5.0765,-0.06358128699058778,0.36230999999999997,-0.011445463434105895,0.98695,"N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein, putative"
69,Tb11.v5.0807,0.0828936213974703,0.76088,-0.10611726101169013,0.41815,"ribonuclease, putative"
70,Tb11.v5.0839,1.5411978717311465,0.0,0.01382701912573483,0.81713,"retrotransposon hot spot (RHS) protein, putative"
71,Tb11.v5.0842,-0.013078176259573152,0.48382,0.05157561540989792,0.38395,"Vesicle coat protein involved in Golgi to plasma membrane transport, putative"
72,Tb11.v5.0853,0.028821068846974746,0.74192,-0.05572273690165369,0.72873,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative"
73,Tb11.v5.0868,0.09576445007348854,0.69333,0.1700665425553255,0.20506999999999997,"mitotubule-associated protein Gb4, putative"
74,Tb11.v5.0885,-0.02652274508715496,0.47681999999999997,-0.0020717399929764324,0.83101,"amino acid transporter, putative"
75,Tb11.v5.0892,0.14930902130209758,0.41176,0.00833559269665428,0.71022,"hypothetical protein, conserved"
76,Tb11.v5.0905,0.06881153941099558,0.81792,-0.10828751816334073,0.40215,"hypothetical protein, conserved"
77,Tb11.v5.0965,0.05178832378696669,0.84741,-0.019616305730435175,0.86618,"ATP-dependent DEAH-box RNA helicase, putative"
78,Tb11.v5.1016,-0.5602920931537523,0.00109,-0.4523081448825494,0.00064,"receptor-type adenylate cyclase GRESAG 4 (pseudogene), putative"
79,Tb11.v5.1020,-0.2562999745779485,0.015880000000000002,0.05878927235291782,0.36407,"retrotransposon hot spot (RHS) protein, putative"
80,Tb11.v5.1052,1.2068177861471916,0.0,-0.1421630289518202,0.26356,"nucleobase/nucleoside transporter 8.1, putative"
81,Tb427.BES129.1,0.4326869713740471,0.013080000000000001,-0.07115855131588632,0.64715,none
82,Tb427.BES134.1,0.06024015201137271,0.8635200000000001,0.1414882136708043,0.06665,none
83,Tb427.BES153.2,-0.2549117825296674,0.0162,0.6286991606557453,0.0,none
84,Tb427.BES29.3,-1.149337101813664,0.0,1.273166227390918,0.0,none
85,Tb427.BES40.1,0.7872561120921705,0.0010199999999999999,0.2285642165441197,0.014430000000000002,none
86,Tb427.BES40.2,-1.2162902196269463,0.0,1.3643686729565316,0.0,none
87,Tb427.BES51.3,-1.7197490877368793,0.0,0.8413166349840461,0.0,none
88,Tb427.BES56.1,-0.37403157150564403,0.0057399999999999994,-0.13492883646394377,0.26239,none
89,Tb427.BES56.2,0.04879329573020653,0.9153700000000001,0.5190079327685567,0.00064,none
90,Tb427.BES98.1,-0.6424966359476605,0.0010199999999999999,1.0242637117943956,0.0,none
91,Tb427.BES98.2,0.10731988180035458,0.78884,0.40643702307097657,0.0013599999999999999,none
92,Tb927.1.1000,0.13037959960974183,0.51857,-0.043969307047433834,0.83309,developmentally regulated phosphoprotein
93,Tb927.1.1020,0.018762185781271944,0.69075,-0.08192883335985926,0.5816,leucine-rich repeat-containing protein
94,Tb927.1.1030,-0.07961726649794064,0.20606999999999998,-0.026200656731432202,0.89489,Nucleolar protein 49
95,Tb927.1.1050,-0.020972207438419068,0.50002,-0.029355410409319806,0.87697,Metallo-dependent phosphatase-like domain-containing protein
96,Tb927.1.1060,0.07728099224216399,0.79873,0.0419917084628238,0.51225,"Cell cycle checkpoint protein RAD1-like, putative"
97,Tb927.1.1080,-0.11976091378248226,0.14152,0.16278560765064176,0.06698,"TFIIH basal transcription factor subunit, putative"
98,Tb927.1.1100,0.14109686607339408,0.43041,0.07035101056637011,0.31121,Basal body protein
99,Tb927.1.1120,0.11634192745877339,0.54983,-0.0464099062110285,0.80843,"ribosomal RNA-processing protein 8, putative"
100,Tb927.1.1130,0.08860018140346,0.74265,0.08867987975462499,0.22523,"glycerol-3-phosphate dehydrogenase (FAD-dependent), putative"
101,Tb927.1.1140,-0.09708200564216692,0.14017000000000002,-0.19656129259906474,0.09647,"Transmembrane protein 231, putative"
102,Tb927.1.1150,0.019637695051750295,0.84673,-0.10209657824956242,0.51972,zeta tubulin
103,Tb927.1.1160,0.13511065316630028,0.4663,0.18121757545392628,0.03128,kinetoplast ribosomal PPR-repeat containing protein 3
104,Tb927.1.120,-0.16435552468019463,0.051,0.005901234514983346,0.6984,"retrotransposon hot spot protein 4 (RHS4), putative"
105,Tb927.1.1200,0.157432069820733,0.35447,0.27022366226687705,0.00692,Mitochondrial ribosomal protein S15
106,Tb927.1.1210,-0.005591210849820189,0.615,-0.023483459623278982,0.93389,"conserved protein, unknown function"
107,Tb927.1.1220,0.07963837935143989,0.78213,0.03533942660994476,0.50773,RWD domain-containing protein
108,Tb927.1.1240,-0.044694116429724415,0.32376,-0.22155450935522855,0.05635,"cytidine triphosphate synthase, putative"
109,Tb927.1.1270,0.23541665159370717,0.12696,0.05292850128129062,0.40048,"homocysteine S-methyltransferase, putative"
110,Tb927.1.1310,-0.021632458675995902,0.44355,-0.16557632430569452,0.17172,"transmembrane protein, conserved"
111,Tb927.1.1330,0.08759591791061568,0.73487,-0.06663863897457308,0.70472,Mitochondrial Editosome-like Complex TUTase
112,Tb927.1.1340,0.30708665578148875,0.06296,-0.0740848644332872,0.9421200000000001,"Quinonprotein alcohol dehydrogenase-like protein, putative"
113,Tb927.1.1370,0.7428357257413102,0.00109,0.018228636740605673,0.62784,"rRNA biogenesis protein, putative"
114,Tb927.1.1380,0.06337959677664991,0.8453799999999999,-0.09405494760785045,0.47501000000000004,"serine/threonine protein phosphatase 2A regulatory subunit, putative"
115,Tb927.1.1390,0.07611320026697437,0.78784,0.08922285404592381,0.19808,"hypothetical protein, conserved"
116,Tb927.1.1400,0.13705713546488654,0.48111000000000004,0.15591131411039072,0.0628,"Overproducer of inositol protein 10 homolog, putative"
117,Tb927.1.1420,0.07754227218862304,0.7867,0.05113960516388137,0.43233999999999995,"conserved protein, unknown function"
118,Tb927.1.1470,-0.01767460740258906,0.4693,-0.011353277779013602,0.81786,"conserved protein, unknown function"
119,Tb927.1.1530,-0.1269012193781514,0.09038,-0.13563327870076605,0.27487,"STE group serine/threonine-protein kinase, putative"
120,Tb927.1.1540,-0.04070045800171181,0.33126,-0.11110224408850917,0.40341,"Tubulin/FtsZ family, putative"
121,Tb927.1.1550,0.048359113518580445,0.8340799999999999,-0.12970632556821518,0.29131,"tubulin-tyrosine ligase, putative"
122,Tb927.1.1560,0.011737953863295658,0.67525,-0.009073339756205282,0.83047,"vesicular-fusion protein nsf, putative"
123,Tb927.1.1580,0.004193646639101993,0.5959399999999999,-0.10449850565270763,0.4168,"electron transport protein SCO1/2, putative"
124,Tb927.1.1610,-0.15467404509031538,0.0721,-0.07087309217978746,0.6834600000000001,"hypothetical protein, conserved"
125,Tb927.1.1620,0.026265354531602895,0.72575,0.0858157652871073,0.20918,"ATP-dependent DEAD/H RNA helicase, putative"
126,Tb927.1.1630,-0.06102154035860966,0.29349000000000003,-0.055378864653129814,0.7568199999999999,transcription elongation factor 1 homolog
127,Tb927.1.1640,0.013054497049416091,0.66625,0.01778792062099418,0.65268,"hypothetical protein, conserved"
128,Tb927.1.1670,0.02646334207985373,0.7349600000000001,-0.07690773580362159,0.60426,ARM-like helical domain-containing protein
129,Tb927.1.1680,0.021275719759359824,0.69585,-0.21735062248943085,0.06911,Transcription elongation factor 1 domain-containing protein
130,Tb927.1.1690,0.1085524570753027,0.61016,-0.03760803683034668,0.85514,RNA-editing nuclease 1
131,Tb927.1.1700,0.013786324356506324,0.6925600000000001,0.11788140254033637,0.16177,"AATF protein, putative"
132,Tb927.1.1710,-0.03489021960028713,0.3747,-0.05918491441995721,0.7055899999999999,"transmembrane protein, conserved"
133,Tb927.1.1720,0.16072190363963368,0.34392,0.01206930727779035,0.6995399999999999,"cyclophilin 15, putative"
134,Tb927.1.1730,0.12700313480088302,0.50002,-0.11072512697351214,0.37787,"Polyadenylation mediator complex protein PAMC1, putative"
135,Tb927.1.1750,-0.013964960091902318,0.49444,0.005294451799906386,0.77069,"conserved protein, unknown function"
136,Tb927.1.1770,0.1447651735984387,0.4349,-0.0372645844837315,0.8390299999999999,Dithiol glutaredoxin 2
137,Tb927.1.1790,-0.0981955328598407,0.14914000000000002,0.11956834596497132,0.107,"hypothetical PIN domain-containing protein, conserved"
138,Tb927.1.180,-0.13376692734841297,0.08241,0.004008854503190721,0.71022,"retrotransposon hot spot protein 1 (RHS1), putative"
139,Tb927.1.1840,0.08928675690909932,0.72582,-0.1519788195624648,0.23656999999999997,"conserved protein, unknown function"
140,Tb927.1.1880,0.10976420597616525,0.66089,0.1195669536874227,0.14498,WD40 repeat-containing protein
141,Tb927.1.1890,-0.07094369956848354,0.21777,0.07988830249526364,0.28418000000000004,Replication Factor C Subunit 1-related protein
142,Tb927.1.190,-0.15107805866821494,0.0659,-0.0621931911409219,0.68787,"retrotransposon hot spot protein (RHS, pseudogene), putative"
143,Tb927.1.1910,-0.03670478243586608,0.38499,-0.0231822364994432,0.87765,MORN repeat-containing protein
144,Tb927.1.1920,0.18974955445233793,0.23142,0.004332193355312434,0.7620100000000001,"conserved protein, unknown function"
145,Tb927.1.1930,0.08012653705486654,0.77651,-0.003376999216713301,0.76568,"phosphatidylinositol 3-kinase, putative"
146,Tb927.1.1960,0.06887468077893501,0.81795,0.018305109167915203,0.63127,"chaperone protein DnaJ, putative"
147,Tb927.1.1980,-0.06220235549034265,0.24800999999999998,0.08011062255184001,0.29206,"protein transport protein YIF1, putative"
148,Tb927.1.1990,0.12757532889348003,0.50615,-0.2748371563615446,0.0209,"Pre-mRNA-splicing factor 38, putative"
149,Tb927.1.2100,0.10615076861016962,0.61563,-0.07261485535078784,0.6148,Calpain-like protein 1.1
150,Tb927.1.2110,0.052621530131393444,0.8567799999999999,-0.10639714575002883,0.4115,Calpain-like protein 1.2
151,Tb927.1.2120,0.015463981220410136,0.66201,-0.05356033478110571,0.75142,Calpain-like protein CALP1.3
152,Tb927.1.2190,0.011272809418865118,0.63785,-0.0739833648619142,0.6150899999999999,"Raptor N-terminal CASPase like domain containing protein, putative"
153,Tb927.1.220,-0.3449301439991293,0.00732,-0.0027239564604951048,0.76399,"retrotransposon hot spot protein 1 (RHS1), putative"
154,Tb927.1.2210,-0.30490193087199824,0.00996,0.005286408263332142,0.71022,"nucleosome assembly protein (NAP), putative"
155,Tb927.1.2230,0.220363287129002,0.14619000000000001,-0.047979403176271807,0.77867,small myristoylated protein 1-1
156,Tb927.1.2260,0.10357991395627807,0.6368199999999999,-0.034607673780987946,0.8482700000000001,small myristoylated protein 1-2
157,Tb927.1.2320,-0.8241696106616159,0.0,0.10756811353342831,0.14246,Cardiolipin-dependent protein 35kDa
158,Tb927.1.2390,0.07464773409014044,0.7934399999999999,-0.12403017663376059,0.32661999999999997,beta tubulin
159,Tb927.1.240,-0.11242992063532016,0.12855,0.04941237024738001,0.45813000000000004,"retrotransposon hot spot protein (RHS, pseudogene), putative"
160,Tb927.1.2400,0.10531576290719588,0.63656,-0.03974453144422056,0.8482700000000001,alpha tubulin
161,Tb927.1.2550,0.18178179466208622,0.28643,0.0279264530170647,0.59377,"histone H3, putative"
162,Tb927.1.2570,0.2542194159014818,0.09038,-0.09576773512427467,0.46721,coatomer beta subunit
163,Tb927.1.2580,0.17509971500883525,0.27737,-0.06139804851160717,0.7217100000000001,exosome-associated protein 1
164,Tb927.1.2600,0.13694221505640536,0.45131000000000004,-0.10210435552249912,0.50113,pumilio/PUF RNA binding protein 9
165,Tb927.1.2670,0.18487741504882224,0.24854,-0.14877010942117128,0.20775,paralyzed flagella 16
166,Tb927.1.2730,0.16235236639195794,0.33282,0.09895542150573824,0.18573,"conserved protein, unknown function"
167,Tb927.1.2750,0.8012174182384653,0.00067,-0.08084172509945793,0.58758,"hypothetical protein, conserved"
168,Tb927.1.2770,0.02740310632947953,0.74235,0.03238842837405717,0.57006,"hypothetical protein, conserved"
169,Tb927.1.2970,0.0770524329146559,0.77566,-0.041708611527565206,0.7984899999999999,"hypothetical protein, conserved"
170,Tb927.1.2980,0.15177963698866534,0.3754,-0.278794996083233,0.02476,"hypothetical protein, conserved"
171,Tb927.1.2990,0.046254590192594015,0.82601,0.09399478185841151,0.18605,kinetoplast ribosomal PPR-repeat containing protein 2
172,Tb927.1.3000,-0.1828375409637694,0.038489999999999996,0.03774751984042534,0.47562,"amidohydrolase, putative"
173,Tb927.1.3010,-0.018525885836573865,0.45131000000000004,-0.035669117528647834,0.84352,"mRNA processing protein, putative"
174,Tb927.1.3030,-0.032889027942296825,0.37635,0.009432966692173311,0.68103,KREL2
175,Tb927.1.3040,0.13054553899016094,0.50945,0.01556510889450921,0.66009,"hypothetical protein, conserved"
176,Tb927.1.3050,0.12170873099552816,0.6119899999999999,-0.05765312351084663,0.75667,"tRNA (Uracil-5-)-methyltransferase, putative"
177,Tb927.1.3070,0.20193787589476234,0.18991,-0.0163136425054733,0.8507100000000001,"hypothetical protein, conserved"
178,Tb927.1.3110,0.0004980821871979342,0.57139,-0.10009794048940875,0.43796,"soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative"
179,Tb927.1.3150,0.10593945915548907,0.6234,-0.019185975868165363,0.85935,"hypothetical protein, conserved"
180,Tb927.1.3170,-0.02558622340167562,0.41773999999999994,-0.05419501979835653,0.7350800000000001,"CHORD, putative"
181,Tb927.1.3180,0.26030565680180723,0.08575,-0.13704059023451945,0.26092,"40S ribosomal protein S11, putative"
182,Tb927.1.320,0.09226169354573954,0.7498,-0.03520533127306185,0.85662,"retrotransposon hot spot protein (RHS, pseudogene), putative"
183,Tb927.1.3200,-0.14413950219687838,0.07731,0.049014780012279206,0.41722,"Suppressor of G2 allele of SKP1, putative"
184,Tb927.1.3220,0.11497105867925117,0.58282,-0.010428663603697838,0.82439,"TBC1 domain family member 20/GTPase, putative"
185,Tb927.1.3230,0.023525029589527065,0.72696,0.0028759066642211205,0.7871,"cell division cycle protein, putative"
186,Tb927.1.3250,0.15176725525222068,0.37722,0.08195546233609825,0.23337,"Domain of unknown function (DUF4456), putative"
187,Tb927.1.3260,0.045165781612643306,0.8301299999999999,-0.028551132646032006,0.87981,"hypothetical protein, conserved"
188,Tb927.1.3270,0.08935503880564422,0.70939,-0.009776134150624718,0.80843,"hypothetical protein, conserved"
189,Tb927.1.3280,0.10897516189782752,0.6137,-0.10813395318372146,0.40443,"septum formation protein MAF homologue, putative"
190,Tb927.1.3290,0.26777769923484956,0.08131000000000001,-0.01806608909569276,0.85182,"hypothetical protein, conserved"
191,Tb927.1.330,-0.14688766626415914,0.1202,-0.06598951306102421,0.79066,"retrotransposon hot spot protein (RHS, pseudogene), putative"
192,Tb927.1.3300,0.10048626374377713,0.7599600000000001,0.04009269731106906,0.58225,"Myotubularin-related protein, putative"
193,Tb927.1.3310,0.15567122431826205,0.38532,-0.07557898963709243,0.6059100000000001,"hypothetical protein, conserved"
194,Tb927.1.3390,-0.09804322392312803,0.14637,0.1044876153203569,0.14198,"Eukaryotic protein of unknown function (DUF866), putative"
195,Tb927.1.3400,0.10136193394087965,0.66456,0.01971686559009059,0.6491,"hypothetical protein, conserved"
196,Tb927.1.3410,0.005210921498739214,0.60936,-0.017899787727701157,0.85815,"hypothetical protein, conserved"
197,Tb927.1.3450,0.03387820007024368,0.76225,-0.1144429604849056,0.42046999999999995,"hypothetical protein, conserved"
198,Tb927.1.3560,0.0865802470727411,0.75039,0.18682751954905477,0.029230000000000003,"Centrosomal protein of 164 kDa, putative"
199,Tb927.1.3800,-0.1079839535073695,0.12853,0.17085474302504702,0.03638,Present in the outer mitochondrial membrane proteome 18
200,Tb927.1.3820,0.1791554109674076,0.26843,-0.06900036052230403,0.6445,"ATP synthase subunit, putative"
201,Tb927.1.3830,0.39629202982528733,0.018680000000000002,0.022300863693098756,0.68965,"glucose-6-phosphate isomerase, glycosomal"
202,Tb927.1.3880,0.4940791866508583,0.00702,0.06561944972719394,0.30465,"Fusaric acid resistance protein-like, putative"
203,Tb927.1.3910,0.3032763312188718,0.05062,-0.054062046613896526,0.74937,Anaphase-promoting complex subunit CDC23
204,Tb927.1.3950,0.10027293184798211,0.65054,-0.06565195798684065,0.66851,alanine aminotransferase
205,Tb927.1.4010,0.06201158560906704,0.85336,0.0752969336035966,0.25679,primase 2
206,Tb927.1.4040,0.13173571400136178,0.5625100000000001,-0.08198885325545006,0.8574,"hypothetical protein, conserved"
207,Tb927.1.4050,0.12181779105987796,0.53978,-0.034596429781086645,0.8744299999999999,"ser/thr protein phosphatase, putative"
208,Tb927.1.410,0.019523574407749322,0.6805100000000001,-0.02840163423902772,0.8923700000000001,"retrotransposon hot spot protein (RHS, pseudogene), putative"
209,Tb927.1.4100,0.5915437811676847,0.00292,0.6689476909790807,0.0,cytochrome oxidase subunit IV
210,Tb927.1.4160,-0.4486693538372727,0.0032600000000000003,-0.05696414780006442,0.8754200000000001,"hypothetical protein, conserved"
211,Tb927.1.4180,0.1360815907234911,0.45318,-0.03770332880083318,0.83575,"leucine-rich repeat protein (LRRP), putative"
212,Tb927.1.420,0.07434859362615812,0.8084100000000001,-0.00040073397833617554,0.7901199999999999,"retrotransposon hot spot protein 5 (RHS5), putative"
213,Tb927.1.4220,0.03145674940015262,0.7652100000000001,0.0349768496579856,0.50159,"Ydr279p protein family (RNase H2 complex component), putative"
214,Tb927.1.4230,0.10850364104184007,0.64146,0.05133077963667601,0.42701000000000006,"hypothetical protein, conserved"
215,Tb927.1.4250,0.012166189043420228,0.7196100000000001,-0.08794793640995655,0.5253,"hypothetical protein, conserved"
216,Tb927.1.4280,0.07859900805313799,0.77323,-0.011470421592974478,0.82309,"hypothetical protein, conserved"
217,Tb927.1.4310,0.08965991150464458,0.7588600000000001,-0.040528922078519,0.85182,Flagellum attachment zone protein 2
218,Tb927.1.4340,0.0836329778491791,0.7438100000000001,0.007960957211287398,0.6884,"hypothetical protein, conserved"
219,Tb927.1.4400,0.036893741002699584,0.78287,-0.09794154637051208,0.49417,"hypothetical protein, conserved"
220,Tb927.1.4410,0.026945623463341544,0.73126,-0.06936023524581804,0.6483,SUMO-interacting motif-containing protein
221,Tb927.1.4420,0.05856317922504398,0.86774,-0.23394229674130557,0.0465,"ABC transporter, putative"
222,Tb927.1.4450,0.09359023943486146,0.73724,-0.06490921272138725,0.70585,"calcium-activated potassium channel, putative"
223,Tb927.1.4470,0.037671191512944985,0.78659,-0.21300627799952096,0.08632999999999999,"hypothetical protein, conserved"
224,Tb927.1.4480,0.20160541242389066,0.19976,0.022608896481580574,0.5802,"WD repeat and HMG-box DNA-binding protein, putative"
225,Tb927.1.4490,0.177966869858723,0.45087,0.15263146380172365,0.20669,"acetyltransferase, putative"
226,Tb927.1.450,0.26683740375307796,0.08584,0.13575181575283943,0.10203,"retrotransposon hot spot protein (RHS, pseudogene), putative"
227,Tb927.1.4500,0.01903813945198647,0.69719,-0.0144099156879992,0.94905,"SNARE associated Golgi protein, putative"
228,Tb927.1.4680,-0.0266213376862152,0.42262,0.013352450159456348,0.65276,Kinetochore interacting protein 6
229,Tb927.1.4690,-0.017227760376890527,0.46567,-0.12871035190092348,0.29309,Protein arginine N-methyltransferase 1 catalytic subunit
