Gene_acc,Gene_id,DM1,DM2,DM3,Minus1,Minus2,Minus3,Desc
132,Tb927.1.1910,212500.0,226190.0,224530.0,228520.0,230170.0,232640.0,MORN repeat-containing protein
133,Tb927.1.1920,176680.0,180540.0,186750.0,151580.0,164790.0,159130.0,"conserved protein, unknown function"
134,Tb927.1.1930,2100900.0,2281600.0,2263500.0,2099100.0,2090700.0,2112800.0,"phosphatidylinositol 3-kinase, putative"
135,Tb927.1.1960,1489900.0,1530300.0,1630300.0,1469200.0,1419300.0,1489300.0,"chaperone protein DnaJ, putative"
136,Tb927.1.1980,81186.0,81142.0,90178.0,80445.0,85840.0,83106.0,"protein transport protein YIF1, putative"
137,Tb927.1.1990,156550.0,167420.0,165210.0,181830.0,180420.0,179500.0,"Pre-mRNA-splicing factor 38, putative"
138,Tb927.1.2100,5215600.0,5352500.0,5643600.0,5330800.0,5175400.0,5333000.0,Calpain-like protein 1.1
139,Tb927.1.2110,326110.0,334230.0,348670.0,354770.0,336470.0,356090.0,Calpain-like protein 1.2
140,Tb927.1.2120,1829100.0,1915600.0,2014300.0,2000900.0,1918200.0,1994000.0,Calpain-like protein CALP1.3
141,Tb927.1.2190,401980.0,422490.0,442350.0,438800.0,432020.0,452280.0,"Raptor N-terminal CASPase like domain containing protein, putative"
142,Tb927.1.220,175070.0,190850.0,200670.0,240840.0,239410.0,240730.0,"retrotransposon hot spot protein 1 (RHS1), putative"
143,Tb927.1.2210,848050.0,861390.0,902160.0,1080100.0,1047100.0,1087200.0,"nucleosome assembly protein (NAP), putative"
144,Tb927.1.2230,1182600.0,1273300.0,1309700.0,1100200.0,1093300.0,1148000.0,small myristoylated protein 1-1
145,Tb927.1.2260,2429800.0,2489900.0,2661200.0,2426800.0,2361700.0,2438500.0,small myristoylated protein 1-2
146,Tb927.1.2320,166410.0,180330.0,189070.0,291890.0,286660.0,301950.0,"hypothetical protein, conserved"
147,Tb927.1.2390,32963000.0,35187000.0,36310000.0,35268000.0,36438000.0,36383000.0,beta tubulin
148,Tb927.1.240,417600.0,451370.0,451120.0,458490.0,471540.0,449000.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
149,Tb927.1.2400,29167000.0,30952000.0,31908000.0,28729000.0,29735000.0,29487000.0,alpha tubulin
150,Tb927.1.2550,1694700.0,1679300.0,1844500.0,1531700.0,1448300.0,1532500.0,"histone H3, putative"
151,Tb927.1.2570,2787400.0,2870800.0,2999300.0,2567600.0,2561000.0,2628400.0,coatomer beta subunit
152,Tb927.1.2580,425650.0,461440.0,472390.0,428390.0,407510.0,420550.0,exosome-associated protein 1
153,Tb927.1.2600,494460.0,521000.0,534090.0,490830.0,479970.0,541780.0,pumilio/PUF RNA binding protein 9
154,Tb927.1.2670,1555500.0,1655300.0,1684600.0,1603600.0,1594900.0,1575900.0,paralyzed flagella 16
155,Tb927.1.2730,603310.0,638710.0,663590.0,513530.0,520350.0,556030.0,"conserved protein, unknown function"
156,Tb927.1.2750,1288000.0,1316700.0,1389900.0,812480.0,770970.0,841030.0,"hypothetical protein, conserved"
157,Tb927.1.2770,130440.0,142570.0,141550.0,132100.0,136110.0,129520.0,"hypothetical protein, conserved"
158,Tb927.1.2970,184310.0,193650.0,198880.0,189590.0,189680.0,183610.0,"hypothetical protein, conserved"
159,Tb927.1.2980,146390.0,160810.0,159050.0,168650.0,163210.0,177300.0,"hypothetical protein, conserved"
160,Tb927.1.2990,1142300.0,1191000.0,1279700.0,1087800.0,1066300.0,1124200.0,kinetoplast ribosomal PPR-repeat containing protein 2
161,Tb927.1.3000,499450.0,532450.0,548540.0,572750.0,577080.0,597820.0,"amidohydrolase, putative"
162,Tb927.1.3010,740890.0,785580.0,809500.0,810480.0,797140.0,817770.0,"mRNA processing protein, putative"
163,Tb927.1.3030,540240.0,563320.0,574760.0,570270.0,560410.0,575150.0,KREL2
164,Tb927.1.3040,233330.0,265590.0,256130.0,211460.0,222190.0,213100.0,"hypothetical protein, conserved"
165,Tb927.1.3050,606380.0,673120.0,659770.0,616900.0,619260.0,618890.0,"tRNA (Uracil-5-)-methyltransferase, putative"
166,Tb927.1.3070,679330.0,702740.0,729890.0,618250.0,598980.0,639750.0,"hypothetical protein, conserved"
167,Tb927.1.3110,1404300.0,1427800.0,1513400.0,1560600.0,1528300.0,1567200.0,"soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative"
168,Tb927.1.3150,314980.0,334530.0,332830.0,306500.0,307980.0,310530.0,"hypothetical protein, conserved"
169,Tb927.1.3170,893210.0,951510.0,996580.0,998230.0,988520.0,1016100.0,"CHORD, putative"
170,Tb927.1.3180,1929900.0,1934200.0,2041200.0,1856600.0,1751800.0,1813300.0,"40S ribosomal protein S11, putative"
171,Tb927.1.320,35650.0,38478.0,40729.0,37058.0,38758.0,37444.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
172,Tb927.1.3200,1006000.0,1084900.0,1119300.0,1155400.0,1134700.0,1138900.0,"Suppressor of G2 allele of SKP1, putative"
173,Tb927.1.3220,331410.0,345580.0,367930.0,321900.0,316270.0,333710.0,"TBC1 domain family member 20/GTPase, putative"
174,Tb927.1.3230,230640.0,235910.0,253120.0,235420.0,223580.0,247620.0,"cell division cycle protein, putative"
175,Tb927.1.3250,535250.0,571690.0,598970.0,476210.0,486450.0,488110.0,"Domain of unknown function (DUF4456), putative"
176,Tb927.1.3260,868920.0,888660.0,960320.0,882910.0,868070.0,901210.0,"hypothetical protein, conserved"
177,Tb927.1.3270,967530.0,1002800.0,1043300.0,966060.0,925510.0,960330.0,"hypothetical protein, conserved"
178,Tb927.1.3280,104240.0,106840.0,114870.0,107710.0,106690.0,111360.0,"septum formation protein MAF homologue, putative"
179,Tb927.1.3290,364810.0,374920.0,390540.0,307350.0,319470.0,323810.0,"hypothetical protein, conserved"
180,Tb927.1.330,28318.0,28791.0,34402.0,34724.0,33402.0,37935.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
181,Tb927.1.3300,745810.0,849170.0,803750.0,701590.0,762310.0,712120.0,"Myotubularin-related protein, putative"
182,Tb927.1.3310,844950.0,828890.0,901210.0,809660.0,790210.0,836120.0,"hypothetical protein, conserved"
183,Tb927.1.3390,143550.0,149500.0,151200.0,145110.0,146910.0,150250.0,"Eukaryotic protein of unknown function (DUF866), putative"
184,Tb927.1.3400,213900.0,224070.0,236190.0,203430.0,204220.0,212240.0,"hypothetical protein, conserved"
185,Tb927.1.3410,832450.0,888370.0,897460.0,862720.0,903030.0,875660.0,"hypothetical protein, conserved"
186,Tb927.1.3450,759130.0,812190.0,858340.0,849010.0,882660.0,837530.0,"hypothetical protein, conserved"
187,Tb927.1.3560,118600.0,129000.0,132330.0,103770.0,103590.0,106980.0,"Centrosomal protein of 164 kDa, putative"
188,Tb927.1.3800,382070.0,410490.0,406470.0,381510.0,385470.0,380920.0,Present in the outer mitochondrial membrane proteome 18
189,Tb927.1.3820,142000.0,144520.0,157220.0,134140.0,133180.0,143800.0,"ATP synthase subunit, putative"
190,Tb927.1.3830,2183600.0,2461500.0,2356400.0,1710900.0,1820900.0,1706400.0,"glucose-6-phosphate isomerase, glycosomal"
191,Tb927.1.3880,131170.0,134900.0,141220.0,86844.0,87123.0,96417.0,"Fusaric acid resistance protein-like, putative"
192,Tb927.1.3910,475500.0,501870.0,496230.0,417350.0,403540.0,418930.0,Anaphase-promoting complex subunit CDC23
193,Tb927.1.3950,2512400.0,2608100.0,2728900.0,2540000.0,2507900.0,2615100.0,alanine aminotransferase
194,Tb927.1.4010,375480.0,405190.0,410370.0,349060.0,365070.0,368780.0,primase 2
195,Tb927.1.4040,42322.0,43857.0,49095.0,44192.0,38883.0,47614.0,"hypothetical protein, conserved"
196,Tb927.1.4050,1500300.0,1535100.0,1631700.0,1482300.0,1410500.0,1500500.0,"ser/thr protein phosphatase, putative"
197,Tb927.1.410,309650.0,320840.0,336660.0,333400.0,320650.0,319070.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
198,Tb927.1.4100,3506800.0,3787000.0,3702800.0,1495400.0,1541300.0,1553300.0,cytochrome oxidase subunit IV
199,Tb927.1.4160,50667.0,56398.0,59657.0,80666.0,72673.0,83364.0,"hypothetical protein, conserved"
200,Tb927.1.4180,740460.0,782120.0,818980.0,724770.0,729190.0,733250.0,"leucine-rich repeat protein (LRRP), putative"
201,Tb927.1.420,235360.0,235990.0,248750.0,232230.0,217150.0,234740.0,"retrotransposon hot spot protein 5 (RHS5), putative"
202,Tb927.1.4220,159650.0,178420.0,170550.0,160900.0,162610.0,162220.0,"Ydr279p protein family (RNase H2 complex component), putative"
203,Tb927.1.4230,608670.0,672160.0,679270.0,579590.0,592250.0,582700.0,"hypothetical protein, conserved"
204,Tb927.1.4250,104670.0,115710.0,109480.0,112380.0,116420.0,118850.0,"hypothetical protein, conserved"
205,Tb927.1.4280,350920.0,361840.0,385250.0,349870.0,340710.0,357510.0,"hypothetical protein, conserved"
206,Tb927.1.4310,3359000.0,3682900.0,3632600.0,3401200.0,3475600.0,3440300.0,Flagellum attachment zone protein 2
207,Tb927.1.4340,442230.0,468860.0,486950.0,427260.0,436800.0,447980.0,"hypothetical protein, conserved"
208,Tb927.1.4400,268260.0,277130.0,286340.0,284930.0,280480.0,302270.0,"hypothetical protein, conserved"
209,Tb927.1.4410,398280.0,402130.0,444730.0,429550.0,415600.0,437140.0,SUMO-interacting motif-containing protein
210,Tb927.1.4420,1641000.0,1732400.0,1827700.0,1982900.0,1922900.0,1967600.0,"ABC transporter, putative"
211,Tb927.1.4450,105430.0,108680.0,121190.0,109250.0,106780.0,112670.0,"calcium-activated potassium channel, putative"
212,Tb927.1.4470,46718.0,51628.0,49673.0,51366.0,59804.0,55977.0,"hypothetical protein, conserved"
213,Tb927.1.4480,816150.0,849650.0,879210.0,722770.0,711560.0,768570.0,"WD repeat and HMG-box DNA-binding protein, putative"
214,Tb927.1.4490,788940.0,924270.0,864510.0,666530.0,728210.0,655080.0,"acetyltransferase, putative"
215,Tb927.1.450,554190.0,581750.0,570380.0,450000.0,429270.0,411560.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
216,Tb927.1.4500,126050.0,134710.0,142000.0,139210.0,123940.0,138320.0,"SNARE associated Golgi protein, putative"
217,Tb927.1.4680,463820.0,477500.0,513270.0,488690.0,481590.0,497750.0,Kinetochore interacting protein 6
218,Tb927.1.4690,1019300.0,1044300.0,1116300.0,1196500.0,1137800.0,1184100.0,Protein arginine N-methyltransferase 1 catalytic subunit
219,Tb927.1.4720,559770.0,602300.0,617450.0,659140.0,673070.0,641720.0,"SET domain containing protein, putative"
220,Tb927.1.4730,89453.0,92642.0,100120.0,92033.0,99590.0,95886.0,"Ribonuclease H2 non-catalytic subunit (Ylr154p-like), putative"
221,Tb927.1.4740,425570.0,452750.0,454250.0,371980.0,381060.0,376420.0,"FAM91 N-terminus/FAM91 C-terminus, putative"
222,Tb927.1.4760,511760.0,530270.0,565390.0,499340.0,498460.0,504710.0,"Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative"
223,Tb927.1.4780,192540.0,206520.0,209780.0,202510.0,206530.0,212480.0,Alpha/beta hydrolase domain-containing protein
224,Tb927.1.4800,35559.0,37432.0,34444.0,27265.0,26138.0,26327.0,"hypothetical protein, conserved"
225,Tb927.1.4830,605420.0,622290.0,639680.0,650030.0,641090.0,656200.0,phospholipase A1
